,docid,key,label_jp_long_filled,amounts_change_cls,calc_parent_key
2136315,S100FI6Z,jppfs_cor:ValuationAndTranslationAdjustments,評価・換算差額等,decrease_20,jppfs_cor:NetAssets
2136316,S100FI6Z,jppfs_cor:LossOnValuationOfInvestmentSecuritiesEL,投資有価証券評価損、特別損失,new,jppfs_cor:ExtraordinaryLoss
2136317,S100FI6Z,jppfs_cor:OtherNOE,その他、営業外費用,decrease_10,jppfs_cor:NonOperatingExpenses
2136318,S100FI6Z,jppfs_cor:GainOnSalesOfInvestmentSecuritiesEI,投資有価証券売却益、特別利益,new,jppfs_cor:ExtraordinaryIncome
2136319,S100FI6Z,jppfs_cor:RentExpensesOnNoncurrentAssetsNOE,固定資産賃貸費用、営業外費用,stable,jppfs_cor:NonOperatingExpenses
2136320,S100FI6Z,jppfs_cor:ImpairmentLossEL,減損損失、特別損失,stable,jppfs_cor:ExtraordinaryLoss
2136321,S100FI6Z,jppfs_cor:AccountsPayableOther,未払金,stable,jppfs_cor:CurrentLiabilities
2136322,S100FI6Z,jppfs_cor:Goodwill,のれん,decrease_20,jppfs_cor:IntangibleAssets
2136323,S100FI6Z,jppfs_cor:LossOnValuationOfStocksOfSubsidiariesAndAffiliatesEL,関係会社株式評価損、特別損失,new,jppfs_cor:ExtraordinaryLoss
2136324,S100FI6Z,jppfs_cor:DeferredTaxAssetsIOA,繰延税金資産、投資その他の資産,increase_20,jppfs_cor:InvestmentsAndOtherAssets
2136325,S100FI6Z,jppfs_cor:IncomeBeforeIncomeTaxes,税引前当期純利益又は税引前当期純損失（△）,increase_20,jppfs_cor:ProfitLoss
2136326,S100FI6Z,jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,decrease_20,jppfs_cor:OrdinaryIncome
2136327,S100FI6Z,jppfs_cor:CapitalSurplus,資本剰余金,stable,jppfs_cor:ShareholdersEquity
2136328,S100FI6Z,jppfs_cor:Inventories,たな卸資産,stable,jppfs_cor:CurrentAssets
2136329,S100FI6Z,jppfs_cor:OtherNOI,その他、営業外収益,increase_10,jppfs_cor:NonOperatingIncome
2136330,S100FI6Z,jppfs_cor:NonOperatingExpenses,営業外費用,increase_20,jppfs_cor:OrdinaryIncome
2136331,S100FI6Z,jppfs_cor:IntangibleAssets,無形固定資産,decrease_10,jppfs_cor:NoncurrentAssets
2136332,S100FI6Z,jppfs_cor:ShortTermLoansPayable,短期借入金,stable,jppfs_cor:CurrentLiabilities
2136333,S100FI6Z,jppfs_cor:Land,土地,stable,jppfs_cor:PropertyPlantAndEquipment
2136334,S100FI6Z,jppfs_cor:RetainedEarnings,利益剰余金,increase_10,jppfs_cor:ShareholdersEquity
2136335,S100FI6Z,jppfs_cor:ProvisionForLossOnBusinessLiquidationCL,事業整理損失引当金、流動負債,new,jppfs_cor:CurrentLiabilities
2136336,S100FI6Z,jppfs_cor:InvestmentSecurities,投資有価証券,decrease_20,jppfs_cor:InvestmentsAndOtherAssets
2136337,S100FI6Z,jppfs_cor:AllowanceForDoubtfulAccountsIOAByGroup,貸倒引当金、投資その他の資産、一括控除,decrease_10,jppfs_cor:InvestmentsAndOtherAssets
2136338,S100FI6Z,jpcrp030000-asr_E02379-000:ProvisionForTheRepairOfProductsOnRecallCL,製品事故処理費用引当金,decrease_20,jppfs_cor:CurrentLiabilities
2136339,S100FI6Z,jppfs_cor:NonOperatingIncome,営業外収益,increase_10,jppfs_cor:OrdinaryIncome
2136340,S100FI6Z,jppfs_cor:NetSales,売上高,stable,jppfs_cor:GrossProfit
2136341,S100FI6Z,jppfs_cor:ShareholdersEquity,株主資本,stable,jppfs_cor:NetAssets
2136342,S100FI6Z,jpcrp030000-asr_E02379-000:LossOnOrganizeBusinessEL,事業整理損失,new,jppfs_cor:ExtraordinaryLoss
2136343,S100FI6Z,jppfs_cor:OrdinaryIncome,経常利益又は経常損失（△）,decrease_20,jppfs_cor:IncomeBeforeIncomeTaxes
2136344,S100FI6Z,jppfs_cor:NetDefinedBenefitLiability,退職給付に係る負債,increase_10,jppfs_cor:NoncurrentLiabilities
2179353,S100ETMD,jppfs_cor:IncomeBeforeIncomeTaxes,税引前当期純利益又は税引前当期純損失（△）,decrease_20,jppfs_cor:ProfitLoss
2179354,S100ETMD,jppfs_cor:Merchandise,商品,stable,jppfs_cor:CurrentAssets
2179355,S100ETMD,jppfs_cor:LongTermGuaranteeDeposited,長期預り保証金,stable,jppfs_cor:NoncurrentLiabilities
2179356,S100ETMD,jppfs_cor:GainOnSalesOfGoodsNOI,物品売却益、営業外収益,stable,jppfs_cor:NonOperatingIncome
2179357,S100ETMD,jppfs_cor:DirectorsCompensationsSGA,役員報酬、販売費及び一般管理費,stable,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2179358,S100ETMD,jppfs_cor:GrossProfit,売上総利益又は売上総損失（△）,stable,jppfs_cor:OperatingGrossProfit
2179359,S100ETMD,jppfs_cor:LongTermLoansReceivable,長期貸付金,stable,jppfs_cor:InvestmentsAndOtherAssets
2179360,S100ETMD,jppfs_cor:Liabilities,負債,increase_10,jppfs_cor:LiabilitiesAndNetAssets
2179361,S100ETMD,jppfs_cor:AccumulatedDepreciationBuildingsAndStructures,減価償却累計額、建物及び構築物,increase_10,jppfs_cor:BuildingsAndStructuresNet
2179362,S100ETMD,jppfs_cor:OperatingGrossProfit,営業総利益又は営業総損失（△）,stable,jppfs_cor:OperatingIncome
2179363,S100ETMD,jppfs_cor:PropertyPlantAndEquipment,有形固定資産,decrease_10,jppfs_cor:NoncurrentAssets
2179364,S100ETMD,jppfs_cor:ProvisionForBonuses,賞与引当金,decrease_10,jppfs_cor:CurrentLiabilities
2179365,S100ETMD,jppfs_cor:DeferredTaxAssetsCA,繰延税金資産、流動資産,decrease_20,jppfs_cor:CurrentAssets
2179366,S100ETMD,jppfs_cor:IncomeTaxesPayable,未払法人税等,increase_20,jppfs_cor:CurrentLiabilities
2179367,S100ETMD,jppfs_cor:BuildingsAndStructures,建物及び構築物,increase_10,jppfs_cor:BuildingsAndStructuresNet
2179368,S100ETMD,jppfs_cor:AccumulatedDepreciationOtherPPE,減価償却累計額、その他、有形固定資産,increase_10,jppfs_cor:OtherNetPPE
2179369,S100ETMD,jppfs_cor:ValuationDifferenceOnAvailableForSaleSecurities,その他有価証券評価差額金,stable,jppfs_cor:ValuationAndTranslationAdjustments
2179370,S100ETMD,jppfs_cor:NetSales,売上高,stable,jppfs_cor:GrossProfit
2179371,S100ETMD,jppfs_cor:OtherIOA,その他、投資その他の資産,stable,jppfs_cor:InvestmentsAndOtherAssets
2179372,S100ETMD,jppfs_cor:RemeasurementsOfDefinedBenefitPlans,退職給付に係る調整累計額,decrease_20,jppfs_cor:ValuationAndTranslationAdjustments
2179373,S100ETMD,jppfs_cor:AssetRetirementObligationsNCL,資産除去債務、固定負債,increase_20,jppfs_cor:NoncurrentLiabilities
2179374,S100ETMD,jppfs_cor:LongTermLoansPayable,長期借入金,increase_20,jppfs_cor:NoncurrentLiabilities
2179375,S100ETMD,jppfs_cor:ProfitLoss,当期純利益又は当期純損失（△）（平成26年3月28日財規等改正後）,decrease_20,top_account
2179376,S100ETMD,jppfs_cor:ConstructionInProgress,建設仮勘定,decrease_20,jppfs_cor:PropertyPlantAndEquipment
2179377,S100ETMD,jppfs_cor:LeaseAssetsPPE,リース資産、有形固定資産,decrease_20,jppfs_cor:LeaseAssetsNetPPE
2179378,S100ETMD,jppfs_cor:ProfitLossAttributableToOwnersOfParent,親会社株主に帰属する当期純利益又は親会社株主に帰属する当期純損失（△）,decrease_20,not_common_account
2179379,S100ETMD,jppfs_cor:ProfitLossAttributableToNonControllingInterests,非支配株主に帰属する当期純利益又は非支配株主に帰属する当期純損失（△）,stable,not_common_account
2179380,S100ETMD,jppfs_cor:DeferredTaxAssetsIOA,繰延税金資産、投資その他の資産,increase_20,jppfs_cor:InvestmentsAndOtherAssets
2179381,S100ETMD,jppfs_cor:CommissionFeeNOI,受取手数料、営業外収益,stable,jppfs_cor:NonOperatingIncome
2179382,S100ETMD,jppfs_cor:DividendsIncomeNOI,受取配当金、営業外収益,increase_20,jppfs_cor:NonOperatingIncome
2179383,S100ETMD,jppfs_cor:CapitalSurplus,資本剰余金,stable,jppfs_cor:ShareholdersEquity
2179384,S100ETMD,jpcrp030000-asr_E03173-000:ProvisionForLossOnStoreSubleaseNCL,転貸損失引当金,decrease_20,jppfs_cor:NoncurrentLiabilities
2179385,S100ETMD,jppfs_cor:Land,土地,stable,jppfs_cor:PropertyPlantAndEquipment
2179386,S100ETMD,jppfs_cor:NoncurrentLiabilities,固定負債,increase_10,jppfs_cor:Liabilities
2179387,S100ETMD,jppfs_cor:AccountsPayableTrade,買掛金,stable,jppfs_cor:CurrentLiabilities
2179388,S100ETMD,jppfs_cor:OtherNCL,その他、固定負債,new,jppfs_cor:NoncurrentLiabilities
2179389,S100ETMD,jppfs_cor:ProvisionForDirectorsRetirementBenefitsSGA,役員退職慰労引当金繰入額、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2179390,S100ETMD,jppfs_cor:OtherNOI,その他、営業外収益,increase_20,jppfs_cor:NonOperatingIncome
2179391,S100ETMD,jppfs_cor:CurrentLiabilities,流動負債,increase_10,jppfs_cor:Liabilities
2179392,S100ETMD,jppfs_cor:CurrentAssets,流動資産,increase_20,jppfs_cor:Assets
2179393,S100ETMD,jppfs_cor:AccruedExpenses,未払費用,decrease_10,jppfs_cor:CurrentLiabilities
2179394,S100ETMD,jppfs_cor:OrdinaryIncome,経常利益又は経常損失（△）,stable,jppfs_cor:IncomeBeforeIncomeTaxes
2179395,S100ETMD,jppfs_cor:ProvisionForBonusesSGA,賞与引当金繰入額、販売費及び一般管理費,decrease_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2179396,S100ETMD,jppfs_cor:OperatingIncome,営業利益又は営業損失（△）,decrease_10,jppfs_cor:OrdinaryIncome
2179397,S100ETMD,jppfs_cor:ShortTermLoansPayable,短期借入金,decrease_20,jppfs_cor:CurrentLiabilities
2179398,S100ETMD,jppfs_cor:RentExpensesOnRealEstatesNOE,不動産賃貸費用、営業外費用,increase_10,jppfs_cor:NonOperatingExpenses
2179399,S100ETMD,jppfs_cor:OtherNOE,その他、営業外費用,decrease_10,jppfs_cor:NonOperatingExpenses
2179400,S100ETMD,jppfs_cor:ImpairmentLossEL,減損損失、特別損失,new,jppfs_cor:ExtraordinaryLoss
2179401,S100ETMD,jppfs_cor:RetirementBenefitExpensesSGA,退職給付費用、販売費及び一般管理費,stable,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2179402,S100ETMD,jppfs_cor:IncomeTaxesDeferred,法人税等調整額,decrease_20,jppfs_cor:IncomeTaxes
2179403,S100ETMD,jppfs_cor:InvestmentsAndOtherAssets,投資その他の資産,stable,jppfs_cor:NoncurrentAssets
2179404,S100ETMD,jppfs_cor:SellingGeneralAndAdministrativeExpenses,販売費及び一般管理費,stable,jppfs_cor:OperatingIncome
2179405,S100ETMD,jppfs_cor:ShortTermInvestmentSecurities,有価証券,new,jppfs_cor:CurrentAssets
2179406,S100ETMD,jppfs_cor:OtherPPE,その他、有形固定資産,stable,jppfs_cor:OtherNetPPE
2179407,S100ETMD,jppfs_cor:LeaseObligationsNCL,リース債務、固定負債,decrease_10,jppfs_cor:NoncurrentLiabilities
2179408,S100ETMD,jppfs_cor:LeaseObligationsCL,リース債務、流動負債,stable,jppfs_cor:CurrentLiabilities
2179409,S100ETMD,jppfs_cor:IntangibleAssets,無形固定資産,increase_10,jppfs_cor:NoncurrentAssets
2179410,S100ETMD,jppfs_cor:AccumulatedDepreciationRealEstateForRent,減価償却累計額、賃貸不動産,increase_10,jppfs_cor:RealEstateForRentNet
2179411,S100ETMD,jppfs_cor:TreasuryStock,自己株式,stable,jppfs_cor:ShareholdersEquity
2179412,S100ETMD,jppfs_cor:ShareholdersEquity,株主資本,decrease_10,jppfs_cor:NetAssets
2179413,S100ETMD,jppfs_cor:NoncurrentAssets,固定資産,stable,jppfs_cor:Assets
2179414,S100ETMD,jppfs_cor:NetDefinedBenefitLiability,退職給付に係る負債,stable,jppfs_cor:NoncurrentLiabilities
2179415,S100ETMD,jppfs_cor:MachineryEquipmentAndVehicles,機械装置及び運搬具,stable,jppfs_cor:MachineryEquipmentAndVehiclesNet
2179416,S100ETMD,jppfs_cor:OperatingRevenue2,営業収入,stable,jppfs_cor:OperatingGrossProfit
2179417,S100ETMD,jppfs_cor:OtherCA,その他、流動資産,stable,jppfs_cor:CurrentAssets
2179418,S100ETMD,jppfs_cor:ProvisionForDirectorsRetirementBenefits,役員退職慰労引当金,increase_10,jppfs_cor:NoncurrentLiabilities
2179419,S100ETMD,jppfs_cor:OtherCL,その他、流動負債,decrease_10,jppfs_cor:CurrentLiabilities
2179420,S100ETMD,jppfs_cor:SalariesAndBonusesSGA,給料及び賞与、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2179421,S100ETMD,jppfs_cor:CurrentPortionOfLongTermLoansPayable,1年内返済予定の長期借入金,increase_20,jppfs_cor:CurrentLiabilities
2179422,S100ETMD,jppfs_cor:ExtraordinaryLoss,特別損失,new,jppfs_cor:IncomeBeforeIncomeTaxes
2179423,S100ETMD,jppfs_cor:RealEstateForRentNet,賃貸不動産,stable,jppfs_cor:InvestmentsAndOtherAssets
2179424,S100ETMD,jppfs_cor:IncomeTaxesCurrent,法人税、住民税及び事業税,increase_10,jppfs_cor:IncomeTaxes
2179425,S100ETMD,jppfs_cor:RealEstateRentNOI,不動産賃貸料、営業外収益,increase_10,jppfs_cor:NonOperatingIncome
2179426,S100ETMD,jppfs_cor:RealEstateForRent,賃貸不動産,increase_10,jppfs_cor:RealEstateForRentNet
2179427,S100ETMD,jppfs_cor:AccumulatedDepreciationLeaseAssetsPPE,減価償却累計額、リース資産、有形固定資産,increase_20,jppfs_cor:LeaseAssetsNetPPE
2179428,S100ETMD,jppfs_cor:NonOperatingExpenses,営業外費用,decrease_10,jppfs_cor:OrdinaryIncome
2179429,S100ETMD,jppfs_cor:AccountsReceivableTrade,売掛金,increase_10,jppfs_cor:CurrentAssets
2179430,S100ETMD,jppfs_cor:NonOperatingIncome,営業外収益,increase_10,jppfs_cor:OrdinaryIncome
2179431,S100ETMD,jppfs_cor:CashAndDeposits,現金及び預金,increase_20,jppfs_cor:CurrentAssets
2179432,S100ETMD,jppfs_cor:InterestIncomeNOI,受取利息、営業外収益,stable,jppfs_cor:NonOperatingIncome
2179433,S100ETMD,jppfs_cor:CostOfSales,売上原価,stable,jppfs_cor:GrossProfit
2179434,S100ETMD,jppfs_cor:GuaranteeDepositsIOA,差入保証金、投資その他の資産,stable,jppfs_cor:InvestmentsAndOtherAssets
2179435,S100ETMD,jppfs_cor:AccumulatedDepreciationMachineryEquipmentAndVehicles,減価償却累計額、機械装置及び運搬具,increase_10,jppfs_cor:MachineryEquipmentAndVehiclesNet
2179436,S100ETMD,jppfs_cor:IncomeTaxes,法人税等,decrease_20,jppfs_cor:ProfitLoss
2179437,S100ETMD,jppfs_cor:InvestmentSecurities,投資有価証券,stable,jppfs_cor:InvestmentsAndOtherAssets
2179438,S100ETMD,jppfs_cor:RetainedEarnings,利益剰余金,decrease_10,jppfs_cor:ShareholdersEquity
2179439,S100ETMD,jppfs_cor:Supplies,貯蔵品,increase_20,jppfs_cor:CurrentAssets
2179440,S100ETMD,jppfs_cor:LossOnRetirementOfNoncurrentAssetsEL,固定資産除却損、特別損失,increase_20,jppfs_cor:ExtraordinaryLoss
2179441,S100ETMD,jppfs_cor:ValuationAndTranslationAdjustments,評価・換算差額等,new,jppfs_cor:NetAssets
2179442,S100ETMD,jppfs_cor:CapitalStock,資本金,stable,jppfs_cor:ShareholdersEquity
2179443,S100ETMD,jppfs_cor:InterestExpensesNOE,支払利息、営業外費用,stable,jppfs_cor:NonOperatingExpenses
2179444,S100ETMD,jppfs_cor:OtherSGA,その他、販売費及び一般管理費,stable,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2179445,S100ETMD,jppfs_cor:RentExpensesSGA,賃借料、販売費及び一般管理費,stable,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200594,S100E634,jppfs_cor:LongTermPrepaidExpenses,長期前払費用,decrease_10,jppfs_cor:InvestmentsAndOtherAssets
2200595,S100E634,jppfs_cor:ValuationDifferenceOnAvailableForSaleSecurities,その他有価証券評価差額金,increase_20,jppfs_cor:ValuationAndTranslationAdjustments
2200596,S100E634,jppfs_cor:ConstructionAssistanceFundReceivables,建設協力金,decrease_10,jppfs_cor:InvestmentsAndOtherAssets
2200597,S100E634,jppfs_cor:InsuranceIncomeNOI,受取保険金、営業外収益,new,jppfs_cor:NonOperatingIncome
2200598,S100E634,jppfs_cor:InsuranceExpensesSGA,保険料、販売費及び一般管理費,stable,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200599,S100E634,jppfs_cor:UtilitiesExpensesSGA,水道光熱費、販売費及び一般管理費,increase_20,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200600,S100E634,jppfs_cor:CurrentPortionOfLongTermLoansPayable,1年内返済予定の長期借入金,decrease_20,jppfs_cor:CurrentLiabilities
2200601,S100E634,jppfs_cor:TreasuryStock,自己株式,stable,jppfs_cor:ShareholdersEquity
2200602,S100E634,jppfs_cor:LegalRetainedEarnings,利益準備金,stable,jppfs_cor:RetainedEarnings
2200603,S100E634,jppfs_cor:AllowanceForDoubtfulAccountsCA,貸倒引当金、流動資産、一括控除,decrease_20,jppfs_cor:CurrentAssets
2200604,S100E634,jppfs_cor:VehicleExpensesSGA,車両費、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200605,S100E634,jppfs_cor:NoncurrentLiabilities,固定負債,increase_20,jppfs_cor:Liabilities
2200606,S100E634,jppfs_cor:DeferredTaxAssetsIOA,繰延税金資産、投資その他の資産,increase_10,jppfs_cor:InvestmentsAndOtherAssets
2200607,S100E634,jppfs_cor:DividendsIncomeNOI,受取配当金、営業外収益,stable,jppfs_cor:NonOperatingIncome
2200608,S100E634,jppfs_cor:ExtraordinaryIncome,特別利益,decrease_20,jppfs_cor:IncomeBeforeIncomeTaxes
2200609,S100E634,jppfs_cor:CapitalSurplus,資本剰余金,stable,jppfs_cor:ShareholdersEquity
2200610,S100E634,jpcrp030000-asr_E31216-000:LeaseFeeSGA,リース料,decrease_20,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200611,S100E634,jppfs_cor:EndingGoodsCOS,商品期末たな卸高、売上原価,decrease_10,jppfs_cor:CostOfSales
2200612,S100E634,jppfs_cor:AccountsPayableTrade,買掛金,stable,jppfs_cor:CurrentLiabilities
2200613,S100E634,jppfs_cor:Software,ソフトウエア,stable,jppfs_cor:IntangibleAssets
2200614,S100E634,jppfs_cor:IncomeTaxesPayable,未払法人税等,decrease_20,jppfs_cor:CurrentLiabilities
2200615,S100E634,jppfs_cor:CommissionFeeSGA,支払手数料、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200616,S100E634,jppfs_cor:IntangibleAssets,無形固定資産,decrease_10,jppfs_cor:NoncurrentAssets
2200617,S100E634,jppfs_cor:LongTermLoansPayable,長期借入金,new,jppfs_cor:NoncurrentLiabilities
2200618,S100E634,jppfs_cor:ProvisionOfAllowanceForDoubtfulAccountsSGA,貸倒引当金繰入額、販売費及び一般管理費,decrease_20,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200619,S100E634,jppfs_cor:ValuationAndTranslationAdjustments,評価・換算差額等,increase_20,jppfs_cor:NetAssets
2200620,S100E634,jppfs_cor:ExtraordinaryLoss,特別損失,decrease_20,jppfs_cor:IncomeBeforeIncomeTaxes
2200621,S100E634,jppfs_cor:IncomeTaxes,法人税等,stable,jppfs_cor:ProfitLoss
2200622,S100E634,jppfs_cor:InvestmentSecurities,投資有価証券,stable,jppfs_cor:InvestmentsAndOtherAssets
2200623,S100E634,jppfs_cor:DeferredTaxAssetsCA,繰延税金資産、流動資産,decrease_20,jppfs_cor:CurrentAssets
2200624,S100E634,jppfs_cor:ConstructionInProgress,建設仮勘定,decrease_20,jppfs_cor:PropertyPlantAndEquipment
2200625,S100E634,jppfs_cor:NetSalesOfGoodsRevOA,商品売上高、営業活動による収益,stable,jppfs_cor:NetSales
2200626,S100E634,jppfs_cor:CostOfSales,売上原価,stable,jppfs_cor:GrossProfit
2200627,S100E634,jppfs_cor:NoncurrentAssets,固定資産,increase_20,jppfs_cor:Assets
2200628,S100E634,jppfs_cor:CashAndDeposits,現金及び預金,increase_20,jppfs_cor:CurrentAssets
2200629,S100E634,jppfs_cor:AccountsPayableOther,未払金,increase_20,jppfs_cor:CurrentLiabilities
2200630,S100E634,jppfs_cor:CurrentAssets,流動資産,increase_10,jppfs_cor:Assets
2200631,S100E634,jppfs_cor:PromotionExpensesSGA,販売促進費、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200632,S100E634,jppfs_cor:StationeryExpensesSGA,事務用品費、販売費及び一般管理費,decrease_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200633,S100E634,jppfs_cor:AccruedExpenses,未払費用,decrease_10,jppfs_cor:CurrentLiabilities
2200634,S100E634,jppfs_cor:AssetRetirementObligationsNCL,資産除去債務、固定負債,increase_20,jppfs_cor:NoncurrentLiabilities
2200635,S100E634,jppfs_cor:NotesReceivableTrade,受取手形,stable,jppfs_cor:CurrentAssets
2200636,S100E634,jppfs_cor:DepreciationSGA,減価償却費、販売費及び一般管理費,increase_20,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200637,S100E634,jppfs_cor:ExperimentAndResearchExpensesSGA,試験研究費、販売費及び一般管理費,decrease_20,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200638,S100E634,jppfs_cor:LeaseAndGuaranteeDeposits,敷金及び保証金,increase_20,jppfs_cor:InvestmentsAndOtherAssets
2200639,S100E634,jppfs_cor:AllowanceForDoubtfulAccountsIOAByGroup,貸倒引当金、投資その他の資産、一括控除,decrease_20,jppfs_cor:InvestmentsAndOtherAssets
2200640,S100E634,jppfs_cor:WelfareExpensesSGA,福利厚生費、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200641,S100E634,jppfs_cor:CommunicationExpensesSGA,通信費、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200642,S100E634,jppfs_cor:CurrentLiabilities,流動負債,decrease_10,jppfs_cor:Liabilities
2200643,S100E634,jppfs_cor:ClaimsProvableInBankruptcyClaimsProvableInRehabilitationAndOther,破産更生債権等,new,jppfs_cor:InvestmentsAndOtherAssets
2200644,S100E634,jppfs_cor:BusinessConsignmentExpensesSGA,業務委託費、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200645,S100E634,jppfs_cor:InsuranceFunds,保険積立金,stable,jppfs_cor:InvestmentsAndOtherAssets
2200646,S100E634,jppfs_cor:RentExpensesSGA,賃借料、販売費及び一般管理費,increase_20,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200647,S100E634,jppfs_cor:OtherNOI,その他、営業外収益,decrease_20,jppfs_cor:NonOperatingIncome
2200648,S100E634,jppfs_cor:NonOperatingIncome,営業外収益,increase_20,jppfs_cor:OrdinaryIncome
2200649,S100E634,jppfs_cor:NetSales,売上高,stable,jppfs_cor:GrossProfit
2200650,S100E634,jppfs_cor:FreightageAndPackingExpensesSGA,運賃及び荷造費、販売費及び一般管理費,stable,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200651,S100E634,jppfs_cor:ProvisionForRetirementBenefits,退職給付引当金,increase_10,jppfs_cor:NoncurrentLiabilities
2200652,S100E634,jppfs_cor:AmortizationOfGoodwillSGA,のれん償却額、販売費及び一般管理費,decrease_20,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200653,S100E634,jppfs_cor:PrepaidExpenses,前払費用,increase_20,jppfs_cor:CurrentAssets
2200654,S100E634,jppfs_cor:RetainedEarningsBroughtForward,繰越利益剰余金,increase_20,jppfs_cor:RetainedEarnings
2200655,S100E634,jppfs_cor:OtherIA,その他、無形固定資産,decrease_10,jppfs_cor:IntangibleAssets
2200656,S100E634,jppfs_cor:SuppliesExpensesSGA,消耗品費、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200657,S100E634,jppfs_cor:NonOperatingExpenses,営業外費用,decrease_20,jppfs_cor:OrdinaryIncome
2200658,S100E634,jppfs_cor:GrossProfit,売上総利益又は売上総損失（△）,increase_10,jppfs_cor:OperatingIncome
2200659,S100E634,jppfs_cor:ShareholdersEquity,株主資本,increase_10,jppfs_cor:NetAssets
2200660,S100E634,jppfs_cor:TravelingAndTransportationExpensesSGA,旅費及び交通費、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200661,S100E634,jppfs_cor:BonusesSGA,賞与、販売費及び一般管理費,stable,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200662,S100E634,jppfs_cor:InvestmentsAndOtherAssets,投資その他の資産,increase_10,jppfs_cor:NoncurrentAssets
2200663,S100E634,jppfs_cor:Liabilities,負債,increase_20,jppfs_cor:LiabilitiesAndNetAssets
2200664,S100E634,jppfs_cor:OtherCA,その他、流動資産,decrease_20,jppfs_cor:CurrentAssets
2200665,S100E634,jppfs_cor:CostOfPurchasedGoods,当期商品仕入高,decrease_10,jppfs_cor:TotalBeginningAndPurchaseOfGoods
2200666,S100E634,jppfs_cor:LossOnSalesAndRetirementOfNoncurrentAssetsEL,固定資産除売却損、特別損失,decrease_20,jppfs_cor:ExtraordinaryLoss
2200667,S100E634,jppfs_cor:GainOnSalesOfNoncurrentAssetsEI,固定資産売却益、特別利益,decrease_20,jppfs_cor:ExtraordinaryIncome
2200668,S100E634,jppfs_cor:CommissionFeeNOI,受取手数料、営業外収益,increase_20,jppfs_cor:NonOperatingIncome
2200669,S100E634,jppfs_cor:AdvertisingExpensesSGA,広告宣伝費、販売費及び一般管理費,stable,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200670,S100E634,jppfs_cor:OtherCL,その他、流動負債,increase_20,jppfs_cor:CurrentLiabilities
2200671,S100E634,jppfs_cor:TotalBeginningAndPurchaseOfGoods,合計、商品期首たな卸高及び当期商品仕入高,stable,jppfs_cor:CostOfSales
2200672,S100E634,jppfs_cor:Land,土地,stable,jppfs_cor:PropertyPlantAndEquipment
2200673,S100E634,jppfs_cor:SalariesAndAllowancesSGA,給料及び手当、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200674,S100E634,jppfs_cor:InterestExpensesNOE,支払利息、営業外費用,decrease_20,jppfs_cor:NonOperatingExpenses
2200675,S100E634,jppfs_cor:AccountsReceivableTrade,売掛金,stable,jppfs_cor:CurrentAssets
2200676,S100E634,jppfs_cor:RetirementBenefitExpensesSGA,退職給付費用、販売費及び一般管理費,stable,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200677,S100E634,jppfs_cor:ServiceSalesRevOA,サービス売上高、営業活動による収益,increase_10,jppfs_cor:NetSales
2200678,S100E634,jppfs_cor:PropertyPlantAndEquipment,有形固定資産,increase_20,jppfs_cor:NoncurrentAssets
2200679,S100E634,jppfs_cor:ProvisionForDirectorsRetirementBenefitsSGA,役員退職慰労引当金繰入額、販売費及び一般管理費,increase_10,jppfs_cor:SellingGeneralAndAdministrativeExpenses
2200680,S100E634,jppfs_cor:OtherNCL,その他、固定負債,stable,jppfs_cor:NoncurrentLiabilities
