docid,text_type,text_list
S100LPRD,business,"事業内容:圧縮機の製造販売
スクリューコンプレッサ等の製造販売
事業内容:真空機器の製造販売
事業内容:塗装機器の製造販売
エアーブラシ等の製造販売
事業内容:塗装設備の製造販売
事業内容:圧縮機の修理及び付帯工事
"
S100LSRM,business,"事業内容:形材外販事業
外販用アルミ形材、アルミ精密加工品の製造・販売
"
S100LU1A,business,"事業内容:船舶運航業務
船舶を運航又は貸し渡すことにより、運賃、貸船料等を収受する外航海運事業及びその付帯事業
事業内容:船舶建造資金の貸付
事業内容:運転資金の貸付
事業内容:運転資金の借入
事業内容:借入債務等に対する保証
"
S100LU1K,business,"事業内容:自動制御機器事業
方向制御機器、駆動機器、空気圧補助機器などの空気圧機器、温調機器、センサー等の製造・販売
"
S100NPKP,business,"事業内容:CADCAMシステムの開発・製造・販売
事業内容:金型の製造・販売・請負
"
S100O87R,business,"事業内容:ゴルフ場経営
18ホールズコースの設備によるゴルフ場の経営
"
S100OAQE,business,"事業内容:サーモケア事業
カイロの製造、販売
事業内容:ハンドケア事業
手袋の製造、販売
事業内容:損害保険代理業
事業内容:不動産賃貸業
"
S100OCJX,business,"事業内容:パッケージソリューション事業
総合固定資産管理ソリューションにおけるコンサルテーションからシステム導入、保守までを含む事業
事業内容:システムの運用管理
"
S100OCL9,business,"事業内容:ペイメント事業
クレジットカード事業及びサービサー債権回収事業等
事業内容:ファイナンス事業
信用保証事業及びファイナンス関連事業
事業内容:不動産関連事業
不動産事業、不動産賃貸事業及びサービサー債権回収事業等
事業内容:エンタテインメント事業
アミューズメント事業等
"
S100ODKK,business,"事業内容:自動車資産評価システムの提供
中古車の相場を中心とした情報をフィードバックして構築する、中古車両の価値の評価・算定システムの提供
事業内容:自動車ファイナンス事業者支援
自動車ファイナンス事業者及び自動車販売事業者に必要なシステムの開発並びに提供
事業内容:ITシステムの企画、設計、開発、運用、保守サービス
国内におけるITシステムの企画、設計、開発、運用、保守サービス全般
事業内容:自動車コンテンツ開発事業
韓国における自動車コンテンツ開発事業及び自動車関連事業者向けシステムサービス事業
事業内容:自動車リース・レンタル取扱店の加盟募集や加盟店へのコンサルティング
国内における自動車リース・レンタル取扱店の加盟募集や加盟店へのコンサルティング等
"
S100OG4R,business,"事業内容:家庭電化商品等の販売
家電量販店等の運営
事業内容:携帯電話専門店
携帯電話専門店の運営
事業内容:ソフト専門店
ソフト専門店の運営
事業内容:オフィス用品、日用品、各種業務用品等の販売
オフィス用品、日用品、各種業務用品等の販売
事業内容:酒類等の販売
酒類等の販売
"
S100OL9L,business,"事業内容:店頭証券CFD取引
主要国の株価指数を対象とした差金決済取引
事業内容:外国為替証拠金取引事業
為替レートの提供を行うホワイトラベルサービス
事業内容:取引システム提供
海外子会社に対する取引システムの提供
事業内容:コールセンター業務提供
海外子会社に対するコールセンター業務を受託
事業内容:カード決済事業
"
S100OMGN,business,"事業内容:建築構造物の解体工事
現況調査、工法の提案、設計、施工計画、外注・資機材手配、施工監理、安全管理、原価管理、資金管理、行政対応、近隣対応等
事業内容:地下水の浄化
"
S100OSBF,business,"事業内容:空中ディスプレイ事業
空中結像技術の研究開発
事業内容:メモリアルデザインサービス事業
フューネラル事業の名称変更
事業内容:パーソナルパブリッシングサービス事業
フォトブック事業の名称変更
事業内容:エアリアルイメージング事業
空中ディスプレイ事業の名称変更
"
S100PUV1,business,"事業内容:農畜産物の加工
農畜産物の加工及び販売
事業内容:有機質肥料の製造
有機質肥料の製造及び販売
"
S100QSEH,business,"事業内容:店舗設備関連事業
イオングループ等への店舗設備関連事業を行う。
"
S100QYDM,business,"事業内容:航空貨物運送事業
国内航空会社の代理店としての航空貨物運送
"
S100QYE0,business,"事業内容:電材及び管材事業
電材及び管材の製造販売
事業内容:省力化機械事業
省力化機械の製造販売
事業内容:樹脂成形用金型事業
樹脂成形用金型の製造販売
事業内容:樹脂原材料事業
樹脂原材料の販売
事業内容:電気通信事業
"
S100R4TK,business,"事業内容:廃棄物処理業
伐採材等の処理
事業内容:ミネラルウォーターの製造・販売業
"
S100R5Y8,business,"事業内容:DXSI事業
情報システムサービスの提供
事業内容:パッケージ事業
自社開発のブランド製品の開発・販売と導入コンサルティングを中心に関連する環境構築やシステム開発を提供
事業内容:医療ビッグデータ事業
医療データの利活用と保険者業務改革を推進するワンストップサービスを提供
事業内容:グローバル事業
海外におけるERPやHRM製品の開発・販売・導入コンサルティングとシステム開発を提供
"
S100R62U,business,"事業内容:プラスチック製品製造機器の製造
プラスチック成形機周辺装置等の製造
事業内容:プラスチック製品製造機器の販売
輸送機オートローダー、輸送・計量・混合機オートカラー、高速混合機スーパーミキサー等の販売
事業内容:システムエンジニアリング
事業内容:環境保全関連の各工程の合理化機器及び自動化システム
乾燥機チャレンジャー、大型乾燥装置、原料受入貯蔵システム等の製造販売
事業内容:金型温度調節機の製造
ジャストサーモの製造
"
S100R6JB,business,"事業内容:みやげ小売事業
高速道路SA等の販売施設及び各観光地等の直営店にてみやげ品の販売
事業内容:みやげ製造事業
みやげ用食品、主にクッキー類の製造
事業内容:温浴施設事業
スーパー銭湯「まめじま湯ったり苑」の施設を運営
事業内容:不動産賃貸事業
商業施設「ショッピングタウンあおぞら」の運営
事業内容:アウトドア用品事業
釣具、アウトドア用品の販売
"
S100RH2N,business,"事業内容:ゴルフ場事業
"
S100RRDP,business,"事業内容:ドラッグストア事業
医薬品、化粧品、食料品、日用雑貨品等の販売及び調剤
事業内容:プライベートブランド商品の製造企画
ドラッグストアで販売するプライベートブランド商品の製造企画
事業内容:スーパーマーケット事業
食料品、日用雑貨品等の販売
事業内容:有料老人ホーム事業
有料老人ホームの経営
事業内容:デイサービス事業
デイサービス施設の経営
"
S100THRE,business,"事業内容:不動産賃貸事業
"
S100TOTO,business,"事業内容:アニマルヘルス事業
動物用医薬品、飼料および飼料添加物などの製造、販売ならびに輸出入
事業内容:医療機器等の販売
医療機器や健康食品等の仕入・販売
"
S100TUBU,business,"事業内容:FA機器の設計・製造・販売
食品加工・自動車部品・電子デバイス・医療関連等のFA機器の自社開発
事業内容:金型部品の製造
事業内容:金型部品の販売
事業内容:FA機器の設計
事業内容:FA機器の製作
"
S100UZSX,business,"事業内容:太陽光売電事業
当社所有の太陽光発電設備による売電事業
事業内容:保守メンテナンス事業
管理物件の保守メンテナンス、工事等
"
S100VTE4,business,"事業内容:ゴルフ場の経営
事業内容:ゴルフ用品の販売
事業内容:ゴルフ場の食堂の経営
事業内容:ゴルフ場のロッジの経営
"
S100W2GO,business,"事業内容:建材及び舗装用材事業
建材・舗装用材の販売・施工
"
S100W2VL,business,"事業内容:システムサービス
ソフトウェアの請負開発業務、SEサービス、コンサルティング等
事業内容:サポートサービス
ソフトウェア・ハードウェアの保守サービス、導入支援等
事業内容:アウトソーシング
情報システムの運用受託等
事業内容:ソフトウェア
ソフトウェアの使用許諾契約によるソフトウェアの提供等
事業内容:ハードウェア
機器の売買契約、賃貸借契約によるハードウェアの提供等
"
S100W4OG,business,"事業内容:車両物販・整備
車両の部品・タイヤ販売、車両の修理
事業内容:物品販売、広告代理、Webサービス
事業内容:輸送関連サービス等
"
S100W5K9,business,"事業内容:住宅資材販売事業
合板、建材、住宅設備機器及びDIY商品の国内における販売
事業内容:建築・工事請負業
事業内容:情報システムの賃貸
"
S100W65X,business,"事業内容:リフォーム・ガス器具販売等のエネルギー周辺事業
家庭向けのリフォーム・ガス器具販売等
事業内容:電力販売事業
家庭向けの電力販売
事業内容:都市ガスの供給事業
都市ガスの供給
事業内容:LPガスの保安及び配送事業
LPガスの保安及び配送
事業内容:ガソリンスタンドの運営
ガソリンスタンドの運営
"
S10050RZ,business,"事業内容:白色セメントの仕入・販売
白色セメントの仕入・販売
事業内容:廃棄物の処理
廃棄物の処理
事業内容:硝安油剤爆薬の製造・販売
硝安油剤爆薬の製造・販売
事業内容:食品の仕入・販売
食品の仕入・販売
事業内容:不動産の売買
不動産の売買
"
S100AR6T,business,"事業内容:再生可能エネルギーによる売電
事業内容:電化システムコンサルティング業務
事業内容:コロケーションサービスの提供
コールセンター業務
事業内容:天然ガスの購入
可倒式風力発電設備の建設及び保守
事業内容:電気通信回線の提供
"
S100IYE6,business,"事業内容:貨物運送業、倉庫管理業等
事業内容:プログラミング教室等の運営
事業内容:プロサッカーチームの運営
事業内容:有線テレビジョン放送
事業内容:CATVインターネット事業
"
S100OG4R,business,"事業内容:中古情報通信機器の買取・販売、使用済み家庭電化商品の解体・中間処理及び有用金属の加工・販売
中古情報通信機器の買取・販売、使用済み家庭電化商品の解体・中間処理及び有用金属の加工・販売
事業内容:貨物運送・倉庫管理業等
貨物運送・倉庫管理業等
事業内容:プログラミング教室等の運営
プログラミング教室等の運営
事業内容:企画・印刷事業
企画・印刷事業
事業内容:システム開発・デジタルマーケティング
受注管理システムやJリーグ・プロ野球球団のオフィシャルサイト制作など多岐にわたるシステム開発・デジタルマーケティング
"
S100W2VL,business,"事業内容:ハードウェア
事業内容:ソフトウェア
事業内容:システムサービス
受託、開発委託
事業内容:アウトソーシング
事業内容:情報コミュニケーション
システムサービスの受託、ハードウェアおよびソフトウェアの販売等
"
S100W65X,business,"事業内容:自転車等の輸入・卸・小売
自転車・自転車関連商品の製造・卸売及び小売
事業内容:シェアサイクル事業
シェアサイクルステーションの開拓と自転車の投入及び運営
事業内容:環境・リサイクル事業
産業廃棄物である木くずのリサイクル及び木質チップの製造・販売
事業内容:コンピュータシステムのサービス
LPガスの基幹業務システムや電力の顧客情報システムなどの開発・販売
事業内容:建物維持管理
ビル・商業施設並びに集合住宅の管理・清掃や斎場・病院の運営請負
"
S10024BW,risk,"保有資産の時価下落や収益性の低下に伴う減損損失の発生
法的規制に抵触し、事業の停止、許可・登録の取消処分等を受ける可能性
大規模な地震、津波、風水害、火災等による倉庫、車輌等の設備の損害
取引先の情報が漏洩し、多額の損害賠償請求を受ける可能性
自然災害、ウイルスの侵入、不正アクセスなどによるシステム障害
"
S10028EC,risk,"構造計算書偽装や瑕疵等の存在による顧客の想定外の費用負担
偶発債務の発見、相手先及び当社グループが期待通りの成果を上げられない可能性
情報の流出、不適切な伝達、又は不公正な利用による法的責任や信用の低下
業務運営体制及び内部統制の不備による信用の低下
筆頭株主の経営戦略や業務運営の状況による影響
"
S10028UQ,risk,"原油・ナフサ価格の高騰による主要原材料の価格の上昇
外国の法律・規則の変更、産業基盤の不安定性、人材確保の困難性など
法規制あるいは当局の法令解釈が従来よりも厳しくなることによる事業の制限
生産活動や原料搬入・製品搬出の中断
"
S1002BS5,risk,"企業間競争の激化による受注量、受注条件の悪化
工事代金を受領する前に取引先が信用不安に陥った場合の業績への影響
人身や各種工事、製品などに関わる重大な事故
"
S1002FAO,risk,"液化石油ガス容器用弁の主要原材料である黄銅材および鉄鋼製装置用弁の主要原材料である鋳物の価格変動による製造原価への影響
得意先の上位2社に売上高の23%が集中しており、得意先の販売動向、経営成績および財務状況等に悪影響を及ぼす可能性
"
S1004EE8,risk,"大規模な自然災害や事故による生産活動への支障
技術革新による当社グループの技術競争力の低下
"
S1004YG8,risk,"資金調達費用の増加や資金繰りの悪化
コンピュータシステムの停止、誤作動、不正利用等
顧客情報の漏洩、紛失、改ざん、不正利用等
"
S100559G,risk,"市場環境や技術動向の急激な変化により、開発の成否に影響を受ける可能性がある
"
S10056YX,risk,"収益性が著しく低下した場合の業績への影響
他事業者との競合の進展による業績への影響
"
S1006032,risk,"知的財産上の問題を発生させないための努力を行っているが、侵害の可能性はある
ユーザーの需要の変化や他社製品との競合状況の影響を受ける
ロシュグループ、キアゲングループへの依存度が高い
"
S1006F1Q,risk,"地主との契約更新ができない場合の事業継続への影響
会員等利用者の個人情報の漏洩による不測の影響
"
S1007QT0,risk,"自動車関連、弱電関連、半導体関連等の製造現場での設備投資の減少による業績への影響
業容拡大・新規出店を担える人材の確保及び育成ができない場合による業績への影響
"
S1007VKT,risk,"特許出願等に対し権利を付与されない場合や、第三者からの無効請求等がなされる場合等により、権利保護が受けられない可能性がある
天災等により生産拠点が罹災し、製造に支障が出る場合には緊急的に他の生産拠点からの製造・供給に切り替える計画だが、その間事業に影響が生じる
各地域におけるテロの発生及びその国の政情の悪化、経済状況の変動、地震や伝染病の発生並びに予期せぬ法律規制・税制の変更により、事業戦略や業績に影響が及ぶ可能性がある
PWBの製造は、アジア、特に中国への生産シフトが進んでおり、SRについて現地ローカル企業や日系企業を含め競合他社との価格競争が激化している
主要製品の需要は、電子部品の市場動向に影響を受け、業績に影響を及ぼす可能性がある
"
S1007YWT,risk,"運賃等の設定及び施設の新設・保全等に関する規制の変更
"
S10080RU,risk,"公共投資の動向及び地方自治体の財政状態の変化、急激な需要の減少や仕入価格の上昇
"
S10081I2,risk,"トラックの燃料である軽油やタイヤの原材料であるナフサの価格上昇によるコスト増大
ディーゼルトラックの排気ガス規制による車両購入費用の増加
災害、コンピュータウイルス、外部からの不正な侵入などによるデータの喪失・改ざん・漏洩
時価の下落・収益性の低下等に伴い資産価値が低下
"
S10083EC,risk,"原油価格の上昇に伴う原燃料価格の上昇を製品価格に転嫁できなかった場合
火災・爆発等の産業事故や地震等の自然災害により重大な損害を被った場合
海外における事業活動に伴う予期しえない法律や規制の変更、社会的又は政治的混乱等
環境に関する規制の強化により設備投資等の費用が発生した場合
"
S100AC6O,risk,"業界の技術動向や需給バランスの変動により、デバイスメーカーや製造装置メーカーの設備投資計画に変動が生じる
新製品の開発が遅れた場合や新製品のタイムリーな供給ができなかった場合
画期的な技術革新による新製品を他社が開発した場合や、競争激化に伴う大幅な販売価格の下落が発生した場合
何らかの予測とは異なる状況の発生等により事業計画に支障が生じる
金利の変動によって業績及び財政状態に影響を及ぼす
"
S100AGPV,risk,"原油や鋼板などの原材料価格が急激に高騰した場合、製造コストの削減、製品価格への転嫁などで対応できない可能性があります
"
S100AJ4I,risk,"市場ニーズにマッチした新製品の開発が不十分により業績への影響
"
S100AK4H,risk,"公共投資と民間設備投資の動向に大きく影響される
地価や金利の変動、不動産市況、不動産税制改正等の動向に影響を受けやすい
"
S100AKY8,risk,"IT技術の進展やセキュリティサービスを提供する環境の変化
"
S100AM60,risk,"特定の原材料または取引先に依存している場合があり、需給状況の逼迫等により、安定したコスト・納期・品質で調達できない場合に経営成績や財政状態に大きく影響を及ぼす可能性
事業活動が妨げられ、原材料・部品の購入、生産、製品の販売及び物流、サービスの提供などに遅延や停止が生ずる可能性
"
S100AMQS,risk,"新製品開発が成功しない可能性
食品衛生法、JAS法、医薬品医療機器等法などの規制変更により経営成績が影響を受ける可能性
第三者が保有する権利を侵害する可能性
"
S100AO9Y,risk,"新規制基準への適合性確認審査の進捗や原子力政策・規制の見直し等による原子力発電所の停止の長期化や稼働率の低下
バックエンド事業に関する制度見直しによる影響
地球温暖化に関する環境規制の動向による影響
需給状況や外国為替相場の動向による火力燃料価格の変動
市場金利や格付の低下等による調達金利の上昇
"
S100AR6T,risk,"電力システム改革の動向による業績への影響
他事業者との競合の進展による業績への影響
燃料価格及び外国為替相場の変動による業績への影響
市場金利動向や格付けの変更による調達金利の変動、割引率や運用利回りの変動による業績への影響
大規模な地震・津波・台風等の自然災害や設備事故等のトラブルによる業績への影響
"
S100ARWR,risk,"フランチャイズ本部の経営方針により影響を受ける可能性がある
優秀な人材の確保と育成ができなかった場合には、当社の将来の成長が鈍化する可能性がある
個人情報の外部漏洩により社会的信用を失うとともに、営業収益の減少、情報流出に起因する被害に対する損害賠償の発生など
"
S100D7H6,risk,"自動車産業の設備投資額の減少による影響
予期しない法律・規制・税制の変更、政治経済情勢の悪化やテロ・戦争等による社会的混乱
"
S100D942,risk,"大口取引先の販売促進政策の変更による業績への影響
競合他社の動向や新たなビジネスモデルの出現による業績への影響
創業者に不測の事態が発生した場合の業績への影響
"
S100DEOQ,risk,"液晶表示装置関連用途における需要動向・競合状況・価格情勢の変化
アクリル酸エステル類や酢酸エチルの価格変動による製造原価の変動
火災爆発事故や環境汚染事故による重大な損失
"
S100DFCS,risk,"景気の大幅な悪化やリース対象物件のマーケット環境の急激な変化による物件価値の大幅な下落
経済・金融情勢の急激な悪化や金融市場の大きな混乱による資金調達の困難
国内外の経済・金融情勢の変化、競争の激化、提携先の事業環境や戦略の変化
法律・税務・会計制度等の将来の大幅な変更
風水害、地震等の自然災害や、感染症、テロ等の予測困難な事態
"
S100DG9P,risk,"改廃されたり、新たな法的規制が設けられたりした場合の業績への影響
原材料・資材価格・人件費等の高騰による仕入価格や工事原価の上昇
年金資産の価値の減少や退職給付債務の見直しによる数理計算上の差異等の発生
住宅ローンの金利優遇措置、太陽光発電システム補助金制度等の住宅需要刺激策の変更もしくは廃止
"
S100DGRF,risk,"世界経済や各国の景気変動及び為替変動による財政状態及び経営成績への影響
割引率の低下や年金資産の時価下落によるリスク
各国の政治や多様な規制の影響によるリスク
"
S100E634,risk,"減損処理に伴い、業績及び財政状態に影響が及ぶ可能性がある
急激な為替の変動に対処できない場合、業績に影響を及ぼす可能性がある
事業の急速な拡大により、十分な内部管理体制の構築が追いつかない状況が生じる場合
"
S100FI6Z,risk,"国内市場の景気後退及びそれに伴う需要等の縮小
価格競争が一段と激化し、販売価格が下落する可能性
為替相場の変動によるリスク、海外市場における法律、規則、租税制度の不利益な変更、政治的または経済的なリスクの発生、テロ・戦争などによる社会的混乱のリスク
買収後において予め想定しなかった結果が生じ、事業計画が当初計画どおり進捗しない可能性
操業に支障が生じ、経営成績に悪影響を与える可能性
"
S100FTGD,risk,"製商品の回収、または製造ならびに販売を中止することを求められる場合もあり
流通段階における供給価格の押し下げ要因となり、販売価格の変動要因となる
業績、財政状態に影響を与える可能性があります
業績および財政状態に重要な影響を与える可能性があります
株式市況、為替相場および金利の動向によっては、保有する有価証券等の時価の下落、原材料等の輸入価格上昇、退職給付債務および支払利息の増加など
"
S100FW7O,risk,"インターネット等の利用者及び関連業者を対象とした法的規制が新たに制定され、これにより当社の業務の一部が制約を受けるような場合
何らかの原因による当社サーバ等への一時的な過負荷や外部からの不正な手段によるサーバへの侵入、役職員の過誤によるシステム障害
何らかの原因により個人情報が外部に漏洩するような事態が発生した場合には、当社に対する信用力の低下に直結し、既存顧客の解約や新規顧客獲得の低下に繋がる可能性
類似した商材を扱う同業他社が当社のビジネスモデル及び商品・販売戦略に追随した場合には、当社の業績に影響を及ぼす可能性
万一食品及び美容商品の安全性等でトラブルが発生した場合、また、その対応に不備があった場合には、当社の業績に影響を及ぼす可能性
"
S100G09E,risk,"供給元との基本取引契約締結、原材料等の世界的な供給不足や市況の変化による価格高騰のリスク
"
S100G1QV,risk,"世界経済の急変による市場の停滞
コンプライアンス上の問題発生による業績への影響
地域や世界経済への影響を免れず、事業継続が妨げられ、業績に影響を及ぼす可能性
予期せぬ事故や自然災害により不測の環境汚染が生じた場合、多額の対策費用が発生し業績に影響を及ぼす可能性
人権尊重については、児童労働、強制労働、外国人労働者への差別等、種々の人権に係る問題が生じる可能性
"
S100G3PQ,risk,"各国の経済状況の悪化による業績への影響
"
S100G5RV,risk,"電気工事施工管理技士や土木施工管理技士等の確保・育成の困難
資材高騰や技能労働者の不足による労務費の高騰
人的ミス・自然災害・コンピュータウイルス等によるシステム障害
建設業法に基づく特定建設業許可の取り消し
"
S100G8B9,risk,"財務内容の悪化等により必要な資金が確保できなくなる可能性
競争優位を得られない場合、調達コストの上昇を資金運用面でカバーできない可能性
業務の拡大が予想通りに進展せず、想定した結果を得られない可能性
"
S100G9UI,risk,"突発的な災害や天災、不慮の事故が発生した場合や、電力等の社会インフラ機能が低下した場合
価格上昇分を十分に転嫁できない場合
公共交通環境や消費動向の変化、少子高齢化の進展などによる利用者の減少
"
S100GARS,risk,"予期しない問題が発生した場合等において、財務報告に係る内部統制の評価手続きの一部を実施できないことや、内部統制の重要な欠陥が存在すること
業務の拡大が予想通りに進展せず想定した結果を得られない場合、営業戦略が奏功しないことにより業績及び財務状況に悪影響を及ぼす
公的規制や金融システム秩序維持のための諸規制・政策の変更によりコストの増加につながる可能性がある
統合効果を十分に発揮できない可能性
役職員による不法行為や社会規範に悖る行為
"
S100GCH8,risk,"国内景気の不透明な状況及び世界経済の失速や国際金融市場の不安定要素による価格競争と値下げ要請
"
S100GCI1,risk,"プラント事業への影響
建材及び舗装用材事業への影響
製品製造のための原料及び燃料価格が高水準で推移し、または更なる高騰
販売価格低下・利益率低下
業績への影響
"
S100IOZN,risk,"ファッショントレンドの急激な変化や消費者の嗜好の変化、景気変動の影響による個人消費の低迷
上記のリスクの顕在化によるブランドや売場単位の収支悪化が発生した場合の固定資産の減損
"
S100IV3J,risk,"製品の国内販売状況の変化による業績への影響
お客様獲得に関する競合のリスクによる業績への影響
中古車市場等の状況による残存価格リスク
市場金利の急激な上昇や格付の低下による調達金利の上昇
システム停止や誤作動による業績への影響
"
S100IYE6,risk,"カード会員情報や顧客購入履歴データの流出による信頼の低下
"
S100IYGI,risk,"異物混入、健康被害を与える可能性のある欠陥製・商品、表示違反など
"
S100KZGC,risk,"契約内容の変更、期間満了、解除その他何らかの理由により
特許権の権利範囲に含まれない優れた技術が開発された場合
出願中の特許が全て成立する保証はない
第三者との間で知的財産権に関する紛争が生じた場合
何らかの事由の発生により
"
S100LKLF,risk,"ロット間差のある原料等の受入検査実施等、厳格な品質管理体制を構築しているが、規則改訂により業績に影響を及ぼす可能性がある
研究開発が予定通りに進行しなかった場合、開発期間の延長や中断及び中止を行う場合がある
主要な製品商品について他社から画期的なものが発売された場合、業績に影響を及ぼす可能性がある
金利の変動や戦争或いは政変等による各国の経済状況の悪化は、当社の業績に影響を及ぼす可能性がある
"
S100LPRD,risk,"市場構造の変化を要因とした現行製品の需要減
その後の方向性の共有が順調に進まなかったことによる対象企業の業績低迷
自然災害や予期しないサイバー攻撃、又はコンピュータウイルスの侵入を原因とする情報漏えい
賠償責任の発生といった短期的な経営成績等への影響
正しい法的理解の下、税務当局との見解の相違が生じないよう努めているが、相違が生じる可能性がある
"
S100LSRM,risk,"厳しい価格競争にさらされるなど、業績に影響を及ぼす可能性がある
ビルサッシの売上が季節的に大きく変動するため、営業年度の第2四半期及び第4四半期に売上が集中する傾向がある
建材事業への依存率が高く、この事業の業績に全体の経営成績が大きく影響される傾向がある
事態の長期化等により、経営成績および財政状態に影響を及ぼす可能性がある
"
S100LU1A,risk,"市況下落によるリスクが業績及び財務状況に悪影響を与える恐れがある
外国為替の変動による影響を受ける
人命・貨物・船舶等の損失・損傷のリスクや、燃料油・原油の流出による海洋汚染のリスクがある
船舶の設備の安全性や安全運航のため、国際機関及び各国政府の法令や船級協会の規則等、様々な公的規制を受けており、コストの増加や事業活動が制限される場合がある
地域間紛争、戦争、暴動、テロ、海賊、伝染病等の社会的・政治的混乱や地震、津波、台風等の自然災害があり、業績及び財務状況に影響を受ける可能性がある
"
S100LU1K,risk,"製品の欠陥によってお客様に損害を与えた場合、製造物責任を問われるリスクがあり、損害賠償のための費用負担が発生するほか、お客様からの信頼を失うおそれがあり、イメージダウンに伴う他のお客様からの失注も含め、事業活動に悪影響が及ぶ可能性があります
"
S100NPKP,risk,"国内経済の動向により影響を受け、金型を中心とする製造業の企業業績悪化により設備関連投資が減少する
各国政府の予期しない法律や規制・税制の変更、社会・政治および経済状況の変化、異なる商慣習による取引先の信用リスク、為替変動等
製品競争力の希薄化が進み競合製品との間で価格競争に巻き込まれるリスク
製品開発に係る重要な情報が天変地異など予期せぬ事情によって喪失するリスク
製品およびサービスに欠陥が生じるリスク、および顧客から責任を追及され損害賠償を求められる可能性
"
S100NY07,risk,"人手不足や教育機会の短縮による技術の継承の不足
災害、気候変動による調達不足や価格変動
ノロウイルスなどによる衛生事故
システムトラブルやデータの破損、情報の盗難、漏洩
様々な訴訟、紛争、その他の法的手続き
"
S100O4IQ,risk,"倒産その他賃貸人の事由により保証金の全部または一部が回収できない可能性がある
事業再構築のための費用が必要経費的に発生する
生産工場の閉鎖、店舗の休業等、仕入・売上双方に大きな影響が出る可能性がある
"
S100OAQE,risk,"海外に生産拠点を有することによるテロ、内乱、自然災害、感染症の流行、人権問題等の突発事象のリスク
天候に大きく左右される品目の業績の低迷によるリスク
製品の設計、品質不良や、お客様の誤使用による想定外の製品事故等による業績と財務状況への影響
"
S100OCJX,risk,"ユーザー企業のシステム投資動向の影響を受ける可能性がある
個別のカスタマイズが必要となる場合があり、開発・導入にかかる期間が長期化する傾向がある
当社グループによる情報の紛失、破壊、漏洩等の発生、又は外部からの不正手段による当社グループシステムへの侵入等が生じた場合には、当社グループへの損害賠償請求又は信用低下等により、当社グループの業績に影響を及ぼす可能性がある
地震や台風等の自然災害、未知のコンピューターウイルス、テロ攻撃、システムトラブル又は伝染病といった事象が発生し、当社グループがそれらの影響を受けた場合、当社グループの業績に影響を与える可能性がある
当社グループが認識していない知的財産権の成立等により、当社グループが第三者から知的財産権侵害の訴訟、又は使用差止請求等を受けた場合には、多額の費用と時間がかかることにより、当社グループの業績に影響を与える可能性がある
"
S100OCL9,risk,"景気後退に伴う雇用環境、家計可処分所得、個人消費等の悪化により、クレジットカードやローン、信用保証及び不動産担保融資等の取扱高の減少や債権回収率の下落
規制緩和及び技術の進展により異業種からの新規参入等で競争が激化するとともに、競合他社との戦略の差別化が難しくなる
市場動向、競合会社の存在、政治、経済、法律、文化、宗教、習慣、為替、その他のさまざまなカントリーリスクが存在する
行動制限の緩和がありつつも流行動向が依然として先行き不透明であり、景気の下振れによる企業の倒産や個人消費の減退が長期化した場合、業績及び財務状態に悪影響を及ぼす可能性がある
気候変動による自然災害の激甚化や生態系の変化等は、地球環境や経済に重大な影響を与えるおそれがあり、持続可能性の観点から主要なリスクとして認識している
"
S100OG4R,risk,"カード会員情報や顧客購入履歴データなどの個人情報の流出による信頼の低下
来店客数の減少や営業時間の短縮による売上の減少
"
S100OL9L,risk,"顧客に対し虚偽のことを告げる行為や、顧客に対し不確実な事項について断定的判断を提供し、または確実であると誤解させるおそれのあることを告げて金融商品取引契約の締結を勧誘する行為
外部からの不正アクセスや不測の事象の発生によって個人情報の漏洩・流失等の事故が発生し、監督官庁からの処分や顧客からの損害賠償請求等
EU一般データ保護規則違反により万一制裁金が課された場合の事業影響
顧客の本人特定事項等の確認、記録の保存及び疑わしい取引の届出等を怠った場合の行政処分や信頼失墜
海外における政治・経済・社会環境の変化、税制等の変更や移転価格税制等に基づく課税等により事業活動の継続が困難となるリスク
"
S100OMGN,risk,"優秀な協力会社の確保・育成・新規採用の不足による施工能力の問題
近隣住民等からの騒音・振動・粉塵等に対する苦情によるトラブル
大型工事において想定外の事由により、当初見積った原価が大幅に超過した場合の不採算工事
"
S100OSBF,risk,"投資からの収益獲得が想定どおりに進まない
市場環境の変化等により事業展開が想定どおりに進まない
権限委譲や業務の定型化、代替人員の確保・育成などを進める必要がある
地震や水害等の自然災害による生産能力の停止
"
S100PUV1,risk,"製品の欠陥に起因する損害が発生し、業績に影響を与える
環境関連法令等が厳格化された場合、費用負担の増大や事業活動の制限等により業績に影響を与える
資産の時価が著しく下落した場合、減損会計の適用により固定資産の減損損失が発生し、業績に影響を与える
子会社管理が不十分であることにより、不正・不祥事等が発生し、業績に影響を与える
"
S100QSEH,risk,"社会的信用の失墜、訴訟による損害賠償
コンピュータウィルスやサイバー攻撃、災害等による基幹業務システム障害
店舗設備の損壊、社会インフラの寸断、営業時間の短縮
"
S100QYDM,risk,"輸送人員の減少による業績悪化
路線廃止等による事業規模の縮小による業績悪化
飲食施設での食中毒、宿泊施設での火災等不測の事態による業績悪化
"
